RKS,comp,#,type,HIP,G2K,sample1,sample2,RA,DEC,map,sep,parallax,pmra,pmdec,Gmag,Bg-Rg,Bg,Rg,PA,DR2_ID,RA_RKS_DD,DEC_RKS_DD
RKS2003-0617,-,1,K*,HIP098723,G2K002149,33-40,eq,20:03:05.3,-06:17:16.8,......,........,25.693,72.577,-117.129,9.250,1.257,9.826,8.568,.....,4219998165113880192,300.772083,-6.288000
RKS2003-7345,-,1,K*,HIP098764,,33-40,so,20:03:35.3,-73:45:13.5,......,........,26.029,-2.237,-216.117,9.246,0.000,0.000,0.000,.....,6367774180123284736,300.897083,-73.753750
RKS2003+6425,-,1,K*,,,33-40,no,20:03:47.8,+64:25:46.8,......,........,27.194,-9.618,-99.601,10.358,1.771,11.232,9.461,.....,2247440975933944704,300.949167,64.429667
RKS2003+2320,-,1,K*,HIP098792+,G2K002150,00-33,eq,20:03:52.1,+23:20:26.4,......,........,64.031,-1004.139,-912.540,7.020,1.054,7.489,6.434,.....,1833199729671740800,300.967083,23.340667
RKS2003+5157,-,1,K*,,,40-50,no,20:03:53.9,+51:57:10.3,......,........,21.134,116.198,147.384,9.530,1.286,10.122,8.836,.....,2089141263230027776,300.974583,51.952861
RKS2004+2547,-,1,K*,HIP098828,G2K002151,00-33,eq,20:04:10.0,+25:47:24.8,......,........,45.142,-75.478,-39.172,7.547,1.106,8.043,6.938,.....,1834788970646666112,301.041667,25.790222
RKS2004+0023,-,1,K*,,G2K002152,40-50,eq,20:04:10.7,+00:23:32.8,......,........,22.744,-252.541,-144.134,10.546,1.650,11.350,9.700,.....,4237352925367365632,301.044583,0.392444
RKS2004-4539,-,1,K*,,,33-40,so,20:04:10.9,-45:39:09.9,......,........,27.115,-592.058,1.638,11.405,1.902,12.360,10.459,.....,6673307841343417856,301.045417,-45.652750
RKS2004-1601,-,1,K*,,G2K002153,33-40,eq,20:04:42.1,-16:01:29.8,......,........,28.350,80.333,-18.782,8.433,1.013,8.881,7.869,.....,6877114489196846720,301.175417,-16.024944
RKS2005-1326,-,1,K*,HIP098908,G2K002154,33-40,eq,20:05:05.3,-13:26:54.2,......,........,25.938,137.964,6.807,10.300,1.642,11.097,9.455,.....,6878898515534130944,301.272083,-13.448389
RKS2005+6924,-,1,K*,,,33-40,no,20:05:37.6,+69:24:00.6,......,........,26.517,227.581,-44.563,11.160,1.854,12.087,10.233,.....,2250864202306722944,301.406667,69.400167
RKS2005+3725,-,1,K*,,,40-50,no,20:05:44.2,+37:25:44.5,......,........,20.466,74.637,105.339,10.984,1.681,11.806,10.125,.....,2060098900565260800,301.434167,37.429028
RKS2005-0516,-,1,K*,,G2K002155,40-50,eq,20:05:49.3,-05:16:40.5,......,........,20.748,78.384,12.659,9.549,1.148,10.063,8.915,.....,4220347397494647296,301.455417,-5.277917
RKS2006+0515,-,1,K*,HIP099014,G2K002156,33-40,eq,20:06:04.9,+05:15:10.8,......,........,27.723,-77.956,-363.227,9.245,1.283,9.834,8.551,.....,4247876763478309760,301.520417,5.253000
RKS2006-1533,-,1,K*,,G2K002157,33-40,eq,20:06:37.7,-15:33:37.5,......,........,28.247,-138.410,-69.393,10.406,1.751,11.272,9.521,.....,6877246568030748416,301.657083,-15.560417
RKS2007-1925,-,1,K*,HIP099096+,G2K002158,40-50,eq,20:07:04.9,-19:25:28.2,......,........,20.771,-412.416,-629.865,11.014,1.585,11.774,10.189,.....,6866642529998490368,301.770417,-19.424500
RKS2007-4003,-,1,K*,,,40-50,so,20:07:12.5,-40:03:47.7,......,........,21.158,-0.252,45.412,10.019,1.367,10.657,9.290,.....,6687484738111811200,301.802083,-40.063250
RKS2007-5147,-,1,K*,,,33-40,so,20:07:23.8,-51:47:27.2,......,........,29.365,88.238,-143.027,10.045,1.597,10.814,9.218,.....,6666178680963755008,301.849167,-51.790889
RKS2007-0545,-,1,K*,,G2K002159,40-50,eq,20:07:26.1,-05:45:33.6,......,........,20.386,-97.612,-65.513,9.828,1.274,10.411,9.137,.....,4220128594681192704,301.858750,-5.759333
RKS2007+2102,-,1,K*,,G2K002160,40-50,eq,20:07:43.9,+21:02:51.5,......,........,20.927,136.499,-0.568,10.615,1.480,11.313,9.833,.....,1823652803329241728,301.932917,21.047639
RKS2007+0924,-,1,K*,HIP099158,G2K002161,33-40,eq,20:07:50.3,+09:24:02.3,......,........,26.395,49.720,17.728,8.572,1.110,8.920,7.810,.....,4299567450800546432,301.959583,9.400639
RKS2007+0726,-,1,K*,HIP099165,G2K002162,40-50,eq,20:07:56.0,+07:26:28.0,......,........,24.807,-307.849,-352.668,10.624,1.797,11.519,9.721,.....,4250623755841483776,301.983333,7.441111
RKS2007+2822,-,1,K*,,G2K002163,40-50,eq,20:07:57.3,+28:22:27.6,......,........,22.517,5.718,-14.775,10.628,1.254,11.155,9.901,.....,2029048829599942272,301.988750,28.374333
RKS2008+0640,-,1,K*,HIP099205,G2K002164,00-33,eq,20:08:24.4,+06:40:43.4,......,........,34.547,170.830,169.788,9.365,1.449,10.049,8.600,.....,4250371241820042368,302.101667,6.678722
RKS2009+1648,A,2,K*,HIP099316,G2K002165,00-33,eq,20:09:34.3,+16:48:20.7,......,........,40.276,2.823,175.828,7.459,0.978,7.888,6.910,.....,1809456806859123584,302.392917,16.805750
RKS2009+1648,B,-,K*,HIP099316+,G2K002166,00-33,eq,20:09:34.4,+16:48:24.9,......,........,40.299,0.756,160.366,9.260,1.539,9.975,8.435,.....,1809456596391861248,302.393333,16.806917
RKS2009-1417,-,1,K*,HIP099322,G2K002167,00-33,eq,20:09:36.5,-14:17:12.8,......,........,31.840,78.827,-91.781,9.349,1.399,10.004,8.605,.....,6877985989601383808,302.402083,-14.286889
RKS2009-0307,-,1,K*,HIP099332,G2K002168,00-33,eq,20:09:41.0,-03:07:44.4,......,........,32.312,-196.944,-42.137,9.129,1.436,9.808,8.372,.....,4223280413481383168,302.420833,-3.129000
RKS2009+6128,-,1,K*,HIP099355,,00-33,no,20:09:59.5,+61:28:27.0,......,........,34.954,-139.488,192.974,8.478,1.111,8.975,7.864,.....,2237876496083973760,302.497917,61.474167
RKS2010-2029,A,2,K*,HIP099385,G2K002169,00-33,eq,20:10:19.6,-20:29:36.3,AB,0.5129,63.281,-428.177,-367.604,8.370,1.609,9.152,7.543,065.6,6866310172545095424,302.581667,-20.493417
RKS2010-2029,B,-,..,,,00-33,eq,20:10:19.6,-20:29:36.3,AB,0.5129,63.281,-428.177,-367.604,NaN,NaN,NaN,NaN,065.6,,302.581667,-20.493417
RKS2010-5335,-,1,K*,HIP099397,,40-50,so,20:10:30.7,-53:35:30.7,......,........,22.968,189.240,-254.526,9.474,1.228,10.027,8.799,.....,6473270327942845056,302.627917,-53.591861
RKS2010+5610,-,1,K*,,,33-40,no,20:10:46.1,+56:10:44.0,......,........,29.367,-38.650,-177.969,10.011,1.855,10.948,9.093,.....,2186285245845919360,302.692083,56.178889
RKS2010+7714,-,1,K*,HIP099427,,00-33,no,20:10:52.4,+77:14:20.2,......,........,59.443,57.288,513.248,8.313,1.622,9.108,7.486,.....,2290483248388179328,302.718333,77.238944
RKS2011+7743,-,1,K*,,,40-50,no,20:11:00.5,+77:43:18.3,......,........,24.544,189.890,26.055,9.841,1.566,10.600,9.034,.....,2290604435185234048,302.752083,77.721750
RKS2011+1611,-,1,K*,HIP099452,G2K002170,00-33,eq,20:11:06.1,+16:11:16.7,......,........,48.852,-414.664,398.480,7.100,1.023,7.552,6.529,.....,1809360187271699584,302.775417,16.187972
RKS2011-3606,-,1,K*,HIP099461,,00-33,so,20:11:11.9,-36:06:04.3,......,........,166.227,459.099,-1576.600,5.003,1.088,5.523,4.434,.....,6697578465310949376,302.799583,-36.101194
RKS2011+4300,-,1,K*,,,33-40,no,20:11:12.5,+43:00:03.5,......,........,25.760,-63.516,-142.261,11.146,1.835,12.063,10.228,.....,2080958903858489088,302.802083,43.000972
RKS2011+3824,-,1,K*,,,00-33,no,20:11:25.1,+38:24:00.4,......,........,40.872,37.702,118.259,7.723,1.053,8.192,7.140,.....,2061688931804621184,302.854583,38.400111
RKS2012+4618,-,1,K*,HIP099542,,40-50,no,20:12:05.7,+46:18:01.8,......,........,24.735,223.760,291.934,8.837,1.024,9.286,8.261,.....,2082564706232497792,303.023750,46.300500
RKS2012+7532,-,1,K*,,,40-50,no,20:12:08.6,+75:32:27.7,......,........,20.041,86.452,181.897,10.778,1.552,11.520,9.968,.....,2288655447745058176,303.035833,75.541028
RKS2012-1253,-,1,K*,HIP099550,G2K002171,00-33,eq,20:12:09.5,-12:53:35.3,......,........,35.401,192.627,-193.957,10.593,1.887,11.542,9.655,.....,6879662263797806976,303.039583,-12.893139
RKS2012-0904,-,1,K*,HIP099587,G2K002172,40-50,eq,20:12:37.9,-09:04:07.8,......,........,23.825,-24.532,-16.595,10.110,1.627,10.901,9.274,.....,4215458590839673600,303.157917,-9.068833
RKS2012-0208,-,1,K*,,G2K002173,40-50,eq,20:12:40.2,-02:08:39.1,......,........,20.057,-132.759,-50.429,11.273,1.801,12.168,10.366,.....,4223507222112425344,303.167500,-2.144194
RKS2012-1312,-,1,K*,HIP099593,G2K002174,40-50,eq,20:12:41.7,-13:12:05.9,......,........,24.515,168.117,-221.487,9.509,1.271,10.092,8.821,.....,6879590383224917120,303.173750,-13.201639
RKS2012+3416,B,-,K*,,,33-40,no,20:12:54.9,+34:16:39.7,......,........,31.935,-390.113,-132.457,10.514,2.017,11.548,9.531,.....,2055671339023893248,303.228750,34.277694
RKS2012+3416,A,2,K*,,,33-40,no,20:12:55.2,+34:16:56.4,......,........,31.046,-384.993,-126.307,10.258,1.692,11.085,9.393,.....,2055671545182327680,303.230000,34.282333
RKS2013+0256,-,1,K*,HIP099629,G2K002175,33-40,eq,20:13:11.0,+02:56:20.1,......,........,27.362,106.342,19.647,9.816,1.539,10.554,9.016,.....,4244170137974089728,303.295833,2.938917
RKS2013-8201,-,1,K*,HIP099634,,33-40,so,20:13:16.4,-82:01:41.3,......,........,31.245,85.531,-18.252,8.204,1.061,8.676,7.615,.....,6349039120460335104,303.318333,-82.028139
RKS2013-3618,-,1,K*,HIP099642,,40-50,so,20:13:19.6,-36:18:08.6,......,........,21.496,-0.753,31.697,9.221,1.075,9.702,8.627,.....,6694561405404065152,303.331667,-36.302389
RKS2013+5307,-,1,K*,,,40-50,no,20:13:41.3,+53:07:28.6,......,........,21.276,46.216,178.101,9.268,1.057,9.723,8.666,.....,2184643400111530624,303.422083,53.124611
RKS2013-4736,-,1,K*,HIP099695,,40-50,so,20:13:49.8,-47:36:54.8,......,........,22.563,-8.278,51.011,9.225,1.110,9.719,8.608,.....,6669199657880255360,303.457500,-47.615222
RKS2013-4509,-,1,K*,HIP099701,,00-33,so,20:13:53.4,-45:09:50.4,......,........,162.321,778.236,-159.744,7.235,1.916,8.209,6.293,.....,6673000841376349696,303.472500,-45.164000
RKS2013-0052,-,1,K*,HIP099711,G2K002176,00-33,eq,20:13:59.8,-00:52:00.7,......,........,50.898,-62.671,260.961,7.496,1.134,8.009,6.875,.....,4224259562941398400,303.499167,-0.866861
RKS2014+0912,-,1,K*,,G2K002177,33-40,eq,20:14:09.9,+09:12:18.3,......,........,28.976,-10.223,35.152,11.888,1.103,12.324,11.221,.....,4251381589927859840,303.541250,9.205083
RKS2014-5006,-,1,K*,,,40-50,so,20:14:14.3,-50:06:49.5,......,........,21.237,16.331,2.572,9.724,1.255,10.296,9.041,.....,6666429988090051712,303.559583,-50.113750
RKS2014-0716,-,1,K*,HIP099764,G2K002178,00-33,eq,20:14:28.2,-07:16:55.1,......,........,46.196,10.653,-270.947,9.560,1.734,10.419,8.685,.....,4216680418835844864,303.617500,-7.281972
RKS2015+0458,-,1,K*,,G2K002179,40-50,eq,20:15:05.6,+04:58:33.1,......,........,23.040,-4.686,-21.187,8.664,0.961,9.082,8.121,.....,4249153090313053440,303.773333,4.975861
RKS2015+6331,-,1,K*,,,33-40,no,20:15:09.9,+63:31:12.8,......,........,28.647,304.215,224.340,10.435,1.812,11.338,9.526,.....,2244165462076182144,303.791250,63.520222
RKS2015-5317,-,1,K*,,,33-40,so,20:15:13.2,-53:17:07.9,......,........,26.914,109.854,2.077,10.661,1.714,11.502,9.789,.....,6473485896644593664,303.805000,-53.285528
RKS2015-2701,-,1,K*,HIP099825+,G2K002180,00-33,eq,20:15:17.4,-27:01:58.7,......,........,113.648,1242.527,-181.044,5.453,1.070,5.954,4.885,.....,6847167606385195648,303.822500,-27.032972
RKS2015+4258,-,1,K*,HIP099880,,00-33,no,20:15:52.6,+42:58:44.6,......,........,39.537,10.160,-59.774,9.363,1.696,10.197,8.501,.....,2080826374043095552,303.969167,42.979056
RKS2016-0204,-,1,K*,HIP099916,G2K002181,00-33,eq,20:16:22.0,-02:04:08.2,......,........,37.694,289.886,-32.023,10.465,1.865,11.401,9.536,.....,4223848757911010816,304.091667,-2.068944
RKS2016-3324,-,1,K*,,,40-50,so,20:16:24.0,-33:24:14.7,......,........,23.106,123.963,-63.682,9.663,1.308,10.265,8.957,.....,6699589880098631296,304.100000,-33.404083
RKS2016+0655,-,1,K*,HIP099969,G2K002182,40-50,eq,20:16:55.4,+06:55:18.3,......,........,22.666,174.057,4.113,9.243,1.424,9.912,8.487,.....,4250015966419554944,304.230833,6.921750
RKS2017-1717,-,1,K*,HIP100047,G2K002183,33-40,eq,20:17:52.4,-17:17:09.0,......,........,28.779,-35.349,-305.376,10.404,1.765,11.274,9.508,.....,6873346153611014016,304.468333,-17.285833
RKS2018+1259,-,1,K*,,G2K002184,40-50,eq,20:18:06.2,+12:59:08.2,......,........,22.143,339.689,114.405,11.476,1.892,12.430,10.538,.....,1803284595237131904,304.525833,12.985611
RKS2018+2912,-,1,K*,HIP100079,G2K002185,33-40,eq,20:18:13.4,+29:12:14.9,......,........,29.797,-2.245,-90.456,8.792,1.258,9.089,7.831,.....,1837182676179555712,304.555833,29.204139
RKS2018+5217,-,1,K*,,,40-50,no,20:18:15.4,+52:17:33.9,......,........,22.484,-96.114,7.376,10.515,1.602,11.289,9.687,.....,2184360580800889344,304.564167,52.292750
RKS2019+0706,-,1,K*,,G2K002186,40-50,eq,20:19:29.5,+07:06:41.0,......,........,20.428,127.469,45.346,10.731,1.552,11.475,9.923,.....,4250033249368638080,304.872917,7.111389
RKS2019-4625,-,1,K*,HIP100223,,00-33,so,20:19:36.9,-46:25:41.2,......,........,54.145,-375.331,-102.145,8.273,1.438,8.952,7.514,.....,6669657123437047424,304.903750,-46.428111
RKS2020-3214,-,1,K*,,,33-40,so,20:20:04.9,-32:14:31.3,......,........,30.816,-9.228,-32.347,11.103,1.849,11.737,9.888,.....,6700121975006026496,305.020417,-32.242028
RKS2020-0724,-,1,K*,,G2K002187,40-50,eq,20:20:15.7,-07:24:42.1,......,........,23.278,51.783,-52.566,9.218,1.191,9.758,8.567,.....,4216059714460162944,305.065417,-7.411694
RKS2020+5213,-,1,K*,HIP100271,,40-50,no,20:20:19.1,+52:13:50.0,......,........,24.334,52.384,251.089,9.591,1.414,10.243,8.829,.....,2184392466638058880,305.079583,52.230556
RKS2020+0327,-,1,K*,,G2K002188,33-40,eq,20:20:36.1,+03:27:33.6,......,........,29.569,1.398,-76.998,10.746,1.830,11.660,9.830,.....,4243514657244466176,305.150417,3.459333
RKS2020+4436,-,1,K*,HIP100341,,40-50,no,20:20:57.8,+44:36:29.9,......,........,20.505,-158.961,42.327,9.060,1.063,9.111,8.048,.....,2081388160068434048,305.240833,44.608306
RKS2021-6321,-,1,K*,,,40-50,so,20:21:14.3,-63:21:05.5,......,........,21.230,-10.901,48.572,10.633,1.459,11.320,9.861,.....,6429828795329689216,305.309583,-63.351528
RKS2021-0626,-,1,K*,,G2K002189,40-50,eq,20:21:18.7,-06:26:13.0,......,........,23.280,197.969,-495.145,11.241,1.646,12.038,10.392,.....,4216415956227534208,305.327917,-6.436944
RKS2021-5448,-,1,K*,HIP100405,,40-50,so,20:21:38.3,-54:48:40.5,......,........,22.370,-237.775,-141.425,9.741,1.193,10.273,9.079,.....,6472349242141113216,305.409583,-54.811250
RKS2022-4944,-,1,K*,HIP100455,,33-40,so,20:22:13.8,-49:44:18.5,......,........,25.985,-15.631,46.802,9.746,1.351,10.373,9.022,.....,6667804102747000448,305.557500,-49.738472
RKS2022-1018,-,1,K*,HIP100492,G2K002190,33-40,eq,20:22:41.9,-10:18:06.7,......,........,26.690,217.998,-68.025,8.975,1.101,9.466,8.365,.....,6905188590167308160,305.674583,-10.301861
RKS2022-5817,-,1,K*,HIP100490,,00-33,so,20:22:41.9,-58:17:08.3,......,........,49.804,759.796,-435.944,9.899,1.865,10.841,8.976,.....,6467586746180725248,305.674583,-58.285639
RKS2022+4718,-,1,K*,,,40-50,no,20:22:45.2,+47:18:27.8,......,........,21.500,227.022,204.489,11.271,1.754,12.137,10.383,.....,2083391813854073856,305.688333,47.307722
RKS2022-4707,-,1,K*,,,33-40,so,20:22:50.3,-47:07:58.2,......,........,29.740,133.110,-405.003,11.067,1.818,11.975,10.157,.....,6669376885409475200,305.709583,-47.132833
RKS2023-0838,-,1,K*,,G2K002191,40-50,eq,20:23:36.3,-08:38:50.9,......,........,20.938,-67.959,132.797,9.510,1.136,10.020,8.884,.....,6906015495928936960,305.901250,-8.647472
RKS2023+3007,-,1,K*,,,40-50,no,20:23:58.2,+30:07:51.3,......,........,22.057,-62.186,-16.310,10.122,1.415,10.789,9.373,.....,1861361589709752192,305.992500,30.130917
RKS2024-1808,-,1,K*,,G2K002192,33-40,eq,20:24:52.1,-18:08:07.5,......,........,28.168,39.654,-15.532,10.869,1.703,11.662,9.959,.....,6861015027626529920,306.217083,-18.135417
RKS2024+1022,-,1,K*,,G2K002193,40-50,eq,20:24:52.6,+10:22:28.3,......,........,22.207,-54.809,19.761,10.598,1.568,11.350,9.783,.....,1753692493361196672,306.219167,10.374528
RKS2027-1747,-,1,K*,,G2K002194,40-50,eq,20:27:01.4,-17:47:28.5,......,........,21.596,17.045,-108.358,8.841,1.055,9.304,8.250,.....,6861110478979862272,306.755833,-17.791250
RKS2029-1543,-,1,K*,,G2K002195,40-50,eq,20:29:24.4,-15:43:02.5,......,........,20.575,18.096,-91.339,10.830,1.639,11.626,9.986,.....,6874943262966020736,307.351667,-15.717361
RKS2029-4706,-,1,K*,,,40-50,so,20:29:51.5,-47:06:48.9,......,........,24.646,38.050,-104.402,11.516,1.883,12.463,10.581,.....,6668632241160859392,307.464583,-47.113583
RKS2030+2650,A:,2,K*,HIP101150,G2K002196,00-33,eq,20:30:10.7,+26:50:34.2,......,0.9,49.029,-156.696,-132.110,9.407,1.687,9.944,8.257,.....,1856712201709083136,307.544583,26.842833
RKS2030+2650,B:,-,K*,,G2K002196,00-33,eq,20:30:10.7,+26:50:34.2,......,0.9,49.029,-156.696,-132.110,9.407,1.687,9.944,8.257,.....,1856712201709083136,307.544583,26.842833
RKS2030+2454,-,1,K*,,G2K002198,40-50,eq,20:30:10.8,+24:54:19.2,......,........,21.706,54.127,31.944,10.826,1.648,11.627,9.979,.....,1831674363438235264,307.545000,24.905333
RKS2030-2759,-,1,K*,,G2K002199,40-50,eq,20:30:31.6,-27:59:14.3,......,........,23.284,58.238,-20.887,10.484,1.582,11.242,9.660,.....,6799388397321213056,307.631667,-27.987306
RKS2031+0513,A,2,K*,HIP101236,G2K002200,40-50,eq,20:31:13.5,+05:13:08.5,......,........,22.159,306.264,282.573,9.048,1.216,9.495,8.279,.....,4245659976227848704,307.806250,5.219028
RKS2031+0513,B,-,K*,,G2K002201,40-50,eq,20:31:13.6,+05:13:09.0,......,........,22.293,301.508,274.346,9.406,1.036,9.771,8.735,.....,4245659976225671296,307.806667,5.219167
RKS2031+3346,-,1,K*,HIP101262,,00-33,no,20:31:32.1,+33:46:33.1,......,........,37.126,141.856,16.815,8.810,1.384,9.460,8.075,.....,1863898674120773760,307.883750,33.775861
RKS2031-3531,-,1,K*,HIP101274,,40-50,so,20:31:41.0,-35:31:26.9,......,........,23.365,-20.949,-109.702,8.992,1.086,9.480,8.394,.....,6695591029323538688,307.920833,-35.524139
RKS2031-4054,B,-,K*,,,40-50,so,20:31:52.6,-40:54:02.2,......,4.182,24.167,87.244,-114.698,8.170,0.898,8.560,7.662,337.9,6679930612192657920,307.969167,-40.900611
RKS2031-4054,A,2,K*,HIP101292,,40-50,so,20:31:52.7,-40:54:06.0,......,4.182,24.100,87.228,-120.075,8.149,0.896,8.534,7.639,337.9,6679930616489650176,307.969583,-40.901667
RKS2032+3300,-,1,K*,HIP101302,,40-50,no,20:32:00.4,+33:00:21.9,......,........,21.496,300.947,286.436,9.792,1.197,10.332,9.135,.....,1863790376531890432,308.001667,33.006083
RKS2032-4742,A,2,K*,HIP101317,,33-40,so,20:32:08.9,-47:42:06.5,......,3.498,31.984,100.728,-135.981,10.073,1.770,10.946,9.176,095.3,6668403989418902144,308.037083,-47.701806
RKS2032-4742,B,-,K*,,,33-40,so,20:32:09.2,-47:42:06.6,......,3.498,31.986,99.175,-150.917,10.114,1.785,10.998,9.213,095.3,6668403989418902016,308.038333,-47.701833
RKS2032-7136,-,1,K*,,,40-50,so,20:32:13.8,-71:36:15.4,......,........,21.043,144.110,-91.099,9.351,0.000,0.000,0.000,.....,6374341356917435776,308.057500,-71.604278
RKS2032+0550,-,1,K*,,G2K002202,33-40,eq,20:32:40.2,+05:50:15.9,......,........,26.860,-340.174,-575.036,11.214,1.907,12.182,10.275,.....,1747754378953700352,308.167500,5.837750
RKS2032+4153,-,1,K*,HIP101382,,00-33,no,20:32:51.6,+41:53:54.5,......,........,44.816,-155.663,448.944,6.816,1.032,7.273,6.241,.....,2067948245320365184,308.215000,41.898472
RKS2033+0201,-,1,K*,,G2K002203,40-50,eq,20:33:00.0,+02:01:22.7,......,........,21.598,134.340,0.119,9.682,1.242,10.249,9.006,.....,4232327401309560064,308.250000,2.022972
RKS2033-2213,-,1,K*,,G2K002204,40-50,eq,20:33:31.2,-22:13:45.6,......,........,20.640,-83.278,-62.905,10.878,1.656,11.679,10.023,.....,6855818185917435776,308.380000,-22.229333
RKS2033-4612,-,1,K*,HIP101461,,40-50,so,20:33:45.6,-46:12:18.9,......,........,22.005,-15.014,44.605,11.248,1.796,12.141,10.345,.....,6674686427060942080,308.440000,-46.205250
RKS2034-3346,-,1,K*,,,40-50,so,20:34:24.2,-33:46:03.3,......,........,22.241,-66.988,-134.772,8.807,1.045,9.270,8.226,.....,6791843136212830080,308.600833,-33.767583
RKS2034+7339,-,1,K*,,,33-40,no,20:34:41.6,+73:39:33.8,......,........,28.155,49.137,26.927,10.523,1.716,11.360,9.644,.....,2276178670828990080,308.673333,73.659389
RKS2035-1622,-,1,K*,,G2K002205,40-50,eq,20:35:03.1,-16:22:43.3,......,........,22.328,-119.941,15.849,9.428,1.219,9.984,8.765,.....,6863015344215177216,308.762917,-16.378694
RKS2035+0607,-,1,K*,HIP101579,G2K002206,00-33,eq,20:35:12.7,+06:07:37.2,......,........,33.038,389.054,-227.547,8.606,1.181,9.140,7.960,.....,1747786539668366848,308.802917,6.127000
RKS2035+6458,-,1,K*,HIP101593,,33-40,no,20:35:22.2,+64:58:19.6,......,........,30.298,287.129,40.860,9.635,1.468,10.329,8.861,.....,2245382582790254336,308.842500,64.972111
RKS2036+1719,-,1,K*,,G2K002207,40-50,eq,20:36:00.9,+17:19:17.7,......,........,20.109,13.365,3.882,12.332,1.139,12.592,11.453,.....,1812206651063858560,309.003750,17.321583
RKS2036+7425,-,1,K*,,,40-50,no,20:36:30.0,+74:25:10.9,......,........,23.279,107.805,42.807,10.491,1.568,11.245,9.677,.....,2276282265440367744,309.125000,74.419694
RKS2037+1533,-,1,K*,,G2K002208,33-40,eq,20:37:11.7,+15:33:34.9,......,........,25.707,89.677,-4.042,10.758,1.802,11.658,9.855,.....,1810584287296477056,309.298750,15.559694
RKS2037+7536,-,1,K*,HIP101750,,00-33,no,20:37:21.6,+75:36:01.8,......,........,37.560,329.631,538.448,7.219,1.094,7.651,6.557,.....,2278045985170934016,309.340000,75.600500
RKS2037+2239,-,1,K*,,G2K002209,40-50,eq,20:37:24.8,+22:39:16.6,......,........,21.452,54.072,-57.845,9.081,1.066,9.552,8.486,.....,1818973354862632192,309.353333,22.654611
RKS2038-5536,-,1,K*,HIP101844,,33-40,so,20:38:19.4,-55:36:19.7,......,........,26.852,15.255,-78.648,10.687,1.842,11.611,9.769,.....,6469806866317010048,309.580833,-55.605472
